centro	actividad	quien	importe	date
SERVICIO DE RELACIONES LABORALES	CURSO GESTION DE RIEGOS QUIMICOS Y BIOLOGICOS EN LABORATORIOS DE SALUD PUBLICA	LUIS-FERNANDO LAGOMA LOREN	700	30/12/16
S. SOCIALES COMUNITARIOS	MATERIAL SANITARIO CMPS	JUANA OCHOA-CHINCHETRU SACRISTAN	700	14/11/16
JUNTA MUNICIPAL LA ALMOZARA	Actividades organizadas para la Junta Municipal La Almozara	ASOC-CULTURAL-BENTE-D ABIENTO	700	21/10/16
SERVICIO DE CENTROS CÍVICOS	IMPRESION EN COLOR EXPOSICION ESCUELAS Y ESCOLARES ... C.C. ESQUINAS PSIQUIATRICO	ANGEL BAGUENA ORTEGA	700	28/09/16
JUNTA MUNICIPAL DELICIAS	REALIZACION DE DOS ENCUENTROS DE ANIMACION A LA LECTURA EN LA PROGRAMACION DELICIAS A LA FRESCA 2016	ASOC-CHARRAIRE	700	30/09/16
ZARAGOZA ACTIVA	FORMACIÓN CONSULTORÍA PROYECTO ASESORÍAS ACELERACIÓN EMPRESARIAL: Z-INDEX	ALBERTO JAVIER ALCOCER RODRIGUEZ	700	05/07/16
SERVICIO DE JUVENTUD	TALLER ¿SIN TI NO SOY NADIE? PAREJAS ADOLESCENTES SALUDABLES	AMALTEA-SEXOLOGIA-SL	700	12/07/16
JUNTA MUNICIPAL TORRERO	TALLERES. SEMANA DE LAS LETRAS	BINOMIO-EDUCACION-Y-TRATRO-SLL	700	19/05/16
JUNTA VECINAL CASETAS	J.V. CASETAS. CONCIERTO FIESTAS PATRONALES MAYO 2016 POR LA JUNTA VECINAL CASETAS	AGRUP. MUSICAL ARMONIA ARTISTICA B. CASETAS	700	21/06/16
SERVICIO DE CIUDAD INTELIGENTE	Comisariado Exposición Pii, Expanded Sculpture	ASOCIACIÓN CULTURAL ASTRONAUTA	700	21/06/16
JUNTA MUNICIPAL TORRERO	TARJETAS. SEMANA DE LAS LETRAS	EL-CORTE-INGLES-SA	700	28/04/16
SERVICIO DE JUVENTUD	TEATRO PREVENTIVO DE IMPORVISACIÓN 12 LUNAS	ASOCIACION-TEATRO-Y-GESTO	700	20/04/16
S. SOCIALES COMUNITARIOS	ACTIVIDADES AULA INTERCULTURAL 2016 CUENTA CUENTOS COLEGIO E IES	ASOC. DISTINTOS EN LA IGUALDAD	700	03/05/16
JUNTA MUNICIPAL LA ALMOZARA	Adquisición de libros para esta Junta Municipal La Almozara, vinculada a actividad didáctica infantil	27-NAHUALES-SL	700	03/05/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	35 FOTOS IGNACIO DIES MAÑAS	IGNACIO DIES MAÑAS	700	12/04/16
DISTRITO RURAL COORDINADOR	J.V.MONZALBARBA HONORARIOS PROFESIONALES	SERGIO SANCHEZ LARDIES	700	18/03/16
S. SOCIALES COMUNITARIOS	SERVICIOS PUNTUALES DE MEDIACION INTERCULTURAL	AMEDIAR	700	30/01/17
S. SOCIALES COMUNITARIOS	GLOBO METALIZADO BARRA MAQUILLAJE	DISFRACES-BACANAL-SL	699.95	24/01/17
JUNTA MUNICIPAL SANTA ISABEL	Balones de fútbol para Torneo de fútbol organizado por la Junta Municipal Sanmta Isabel	PLAY-SPORT-2009-SL	699.86	28/12/16
CICLO INTEGRAL DEL AGUA	Material de electricidad industrial para reparaciones en Planta Potabilizadora	SALTOKI SUMINISTROS ZARAGOZA S.L.	699.6	18/08/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	ARA MOTOS 2015 SL	698.79	31/03/16
SERVICIO DE CIUDAD INTELIGENTE	Servicio de catering inauguración cantina	LUIS-FERNANDO GAZOL RODRIGUEZ	698.5	01/02/17
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MATERIAL FUNGIBLE LABORATORIOS	COMERCIAL-RAFER-SL	697.17	28/04/16
SERVICIO DE CENTROS CÍVICOS	CUÑAS PUBLICITARIAS ACTIVIDADES PARQUE PIGNATELLI	RADIO-ZARAGOZA-SA	696.96	16/08/16
SERVICIO DE CENTROS CÍVICOS	CUÑAS PUBLICITARIAS FERIA DEL COLECCIONISMO MUSICAL 2016	RADIO-ZARAGOZA-SA	696.96	25/08/16
SERVICIO DE CENTROS CÍVICOS	CUÑAS PUBLICITARIAS PROGRAMA FLAMENCO	RADIO-ZARAGOZA-SA	696.96	25/07/16
S. SOCIALES COMUNITARIOS	ROTULACIONCASETAS FERIA DIVERSA 2016	HUELLA-DIGITAL-SL	696.6	27/07/16
CASA DE AMPARO	MAT. SANITARIO Y LIMPIEZA	LIDERA-HIGIENE-SL	696.49	23/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	MOBICSA	696.27	26/09/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PRODUCTOS QUÍMICOS PARA EL CDM LA JOTA	ADIEGO-FERBLA-UTE	695.99	30/09/16
DIRECCIÓN DE ORGANIZACIÓN, EFICIENCIA Y RELACIONES CON LOS CIUDADANOS	MATERIAL DE IMPRENTA	ZARAGOZANA-FORMULARIOS-SA	695.75	11/01/17
SERVICIO DE CENTROS CÍVICOS	CARTELES Y FOLLETOS C.C. CASABLANCA	VJÑ-CREACION-Y-COMUNICACION-SC	695.75	28/12/16
SERVICIO DE CENTROS CÍVICOS	ASISTENCIA TECNICA CERTAMEN DE TEATRO NO PROFESIONAL C.C. UNIVERSIDAD	ESPECTACULOS MUSISER S.L.	695.75	05/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	ARA MOTOS 2015 SL	695.69	05/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM GARRAPINILLOS	FERRETERIA-ARIES-SA	695.1	05/04/16
OFICINA TECNICA DEL MAYOR	VIAJE CULTURAL LOGROÑO Y ALFARO CC.SANTA ISABEL	VIAJES-HALCON-ECUADOR	695	29/12/16
S. SOCIALES COMUNITARIOS	REUNION LUISA BROTO EQUIPOS DE TRABAJO. CONSEJO SECTORIAL. OBSERVATORIO 2016	ALBADA-SCL	694.54	12/04/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	AUTO-INDUSTRIAL-SL	693.62	23/03/16
DIRECCIÓN DE ORGANIZACIÓN, EFICIENCIA Y RELACIONES CON LOS CIUDADANOS	MATERIAL DE OFICINA Y GASTOS DE FUNCIONAMIENTO	SALTOKI SUMINISTROS ZARAGOZA S.L.	693.02	03/05/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	SUSTITUCION DE LUMINARIA DEBIDO A COLISION DE VEHICULO EN ROTONDA ENLACES (Z2-081-019)REFERENCIA AZ: 2015/2965EXPEDIENTE AZ: 1397947/15	UTE ALUMBRADO ZARAGOZA	692.88	16/08/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	JUAN-JOSE MAINAR SEBASTIAN	692.87	17/05/16
CASA DE AMPARO	BOTELLA MÉDICA	SOCIEDAD-ESPAÑOLA-DE-CARBUROS-ME	692.6	10/03/16
SERVICIO DE CULTURA	SERVICIOS AUXILIARES CENTRO PATRIMONIO CULTURAL	SERVICIOS-SECURITAS-SA	692.28	13/06/16
SERVICIO DE CULTURA	Servicios Auxiliares Centro de Patrimonio	SERVICIOS-SECURITAS-SA	692.28	07/06/16
CASA DE AMPARO	MAT. REPROGRAFIA	SANSUEÑA-INDUSTRIAS-GRAFICAS-SA	692.12	11/03/16
OFICINA TECNICA DEL MAYOR	DIFUSION-CARTEL-DISEÑO CAMPAÑA EL DESVAN DE OLIVER	E-M-LINZA-PREEDICCION-SERVI-SL	692.12	14/04/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	AGREDA-AUTOMOVIL-SA	691.59	22/11/16
SERVICIO DE CENTROS CÍVICOS	PUBLICIDAD CAMPAÑA COLECCIONEA 2016 C.C. UNIVERSIDAD	E-M-LINZA-PREEDICCION-SERVI-SL	691.52	12/05/16
SERVICIO DE CENTROS CÍVICOS	REPARAR SISTEMA VÍDEO C.C. SANTA ISABEL	AUDIO-IMPORT-PROFESIONAL-SL	691.49	28/09/16
CICLO INTEGRAL DEL AGUA	Hierros para reparaciones en filtros de carbón de Planta Potabilizadora	HIERROS-ALFONSO-SA	690.67	10/06/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	LUCES EMERGENCIA FURGONETA.	JUAN-JOSE MAINAR SEBASTIAN	690.56	17/10/16
EQUIPAMIENTOS INSTALACIONES	EMISORES TERMICOS Y OTROS MATERIALES BRIGADA DE INSTALACIONES	SALTOKI SUMINISTROS ZARAGOZA S.L.	690.12	17/03/16
JUNTA VECINAL LA CARTUJA	Servicios preventivos sanitarios Carrera Popular Espacio Alfranca 10 K y 20 K La Cartuja Baja de fecha 20 de noviembre de 2016	AMBUARAGON S.L.	690	06/02/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	REPARACIÓN Y MANTENIMIENTO PERIFÉRICOS Y CHAPA MATERIAL TRANSPORTE	SIERRA TAPIZADOS S.L.	689.7	07/06/16
SERVICIO DE JUVENTUD	COLABORACIÓN EN HOLLY PARTY ZONA JOVEN FIESTAS DEL PILAR 2016	ASOCIACION BAILE Y ANIMACION	689.7	24/11/16
SERVICIO DE EDUCACIÓN	DIFUSION ESPECTACULO DE DANZA FIN DE CURSO - CONSERVATORIO PROFESIONAL DE DANZA	JOSE Mª. LOPEZ ROMERO	689.7	19/08/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MATERIAL DE REFERENCIA LAB. F-Q II. Factura Electrónica: 388	SETEL SCIENTIFIC TESTING S.L.	689.7	12/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM GRAN VÍA-SALDUBA	COMERCIAL VIÑAS	689.42	23/11/16
DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	Material Publicitario Fiesta de la Huerta de Zaragoza, Proyecto LIFE 12/ENV/ES/000919, Acción D-2	E-M-LINZA-PREEDICCION-SERVI-SL	689.02	18/07/16
SERVICIO DE REDES Y SISTEMAS	Alquiler maquina noviembre 2016 Factura Electrónica: 841623259	CANON-ESPAÑA-SA	688.28	20/01/17
SERVICIO DE REDES Y SISTEMAS	Alquiler máquina septiembre 2016 Factura Electrónica: 841618191	CANON-ESPAÑA-SA	688.28	17/11/16
SERVICIO DE REDES Y SISTEMAS	Alquiler maquina octubre 2016 Factura Electrónica: 841620182	CANON-ESPAÑA-SA	688.28	05/12/16
SERVICIO DE REDES Y SISTEMAS	Alquiler Julio/16  Factura Electrónica: 841614119	CANON-ESPAÑA-SA	688.28	08/09/16
SERVICIO DE REDES Y SISTEMAS	Alquiler máquina agosto 2016 Factura Electrónica: 841616105	CANON-ESPAÑA-SA	688.28	05/10/16
SERVICIO DE REDES Y SISTEMAS	Alquiler máquina junio 2016 Factura Electrónica: 841612173	CANON-ESPAÑA-SA	688.28	19/08/16
SERVICIO DE REDES Y SISTEMAS	Alquiler Abril_Factura Electrónica: 841608076	CANON-ESPAÑA-SA	688.28	09/06/16
SERVICIO DE REDES Y SISTEMAS	Alquiler máquina mayo 2016 Factura Electrónica: 841610105	CANON-ESPAÑA-SA	688.28	11/07/16
SERVICIO DE REDES Y SISTEMAS	Alquiler maquina febrero 2016 Factura Electrónica: 841604033	CANON-ESPAÑA-SA	688.28	31/03/16
SERVICIO DE REDES Y SISTEMAS	Alquiler marzo 2016 Factura Electrónica: 841606141	CANON-ESPAÑA-SA	688.28	10/05/16
SERVICIO DE REDES Y SISTEMAS	Alquiler maquina enero 2016 Factura Electrónica: 841602048	CANON-ESPAÑA-SA	688.28	04/04/16
SERVICIO DE REDES Y SISTEMAS	Alquiler maquina diciembre 2016 Factura Electrónica: 841623263	CANON-ESPAÑA-SA	688.28	31/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	ARA MOTOS 2015 SL	687.53	23/11/16
SERVICIO DE CIUDAD INTELIGENTE	IMPRESIÓN ELEMENTOS EXPOSITIVOS ZARAGOZA MAKERSHOW DICIEMBRE 2015	JOSÉ IGNACIO ORNA CASORRAN	687.28	20/04/16
OFICINA TECNICA DEL MAYOR	CURSO DE FORMACION PINTURA CREATIVA Y ARTESANIA DE MADERA ULTIMO TRIMESTRE CC.OLIVER	SUSANA HERNANDO CEBRIAN	686.84	10/01/17
OFICINA TECNICA DEL MAYOR	CURSO FORMACION DE PINTURA EN TELA Y FORMACION DE TARACEAS ENERO-FEBRERO CC.LA ALMOZARA	ROSA-M ALVAREZ HALCON	686.84	07/04/16
OFICINA TECNICA DEL MAYOR	TALLER DE PINTURA DECORATIVA Y PINTURA EN TELA ENERO-FEBRERO CC.DELICIAS	ROSA-M ALVAREZ HALCON	686.84	30/03/16
OFICINA TECNICA DEL MAYOR	CLASES DE CULTURA BASICA NIVEL I Y II ENERO-FEBRERO CC.SAN JOSE	JAVIER POLO MARCOS	686.84	28/03/16
OFICINA TECNICA DEL MAYOR	CLASES DE DANZATERAPIA GP I-II-III Y IV ULTIMO TRIMESTRE CC.SAN JOSE	LUCIA REULA BAQUERO	686.84	25/01/17
OFICINA TECNICA DEL MAYOR	TALLER DE MEMORIA Y ACTIV.MENTAL-TECNICAS MEJORA BIENESTAR GP1 Y GP2 ULTIMO TRIMESTRE CC.TERMINILLO	REHAB.-SERV.-SANITARIOS-Y-SALUD	686.84	24/01/17
OFICINA TECNICA DEL MAYOR	CURSO DE FORMACION ESMALTE AL FUEGO Y BISUTERIA Y DECORACION CC DELICIAS	SUSANA HERNANDO CEBRIAN	686.84	17/01/17
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS DE GAS	GAS-NATURAL-COMERCIALIZADORA-SA	686.74	30/12/16
SERVICIO DE CULTURA	REPARACIÓN BUGLES MAGNÉTICOS EN LOS MUSEOS	ONDA-EDUCA-SL	686.73	11/04/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS DE ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	686.68	05/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS	PINTURAS-SANTAFE-SL	686.11	28/04/16
ZARAGOZA ACTIVA	UNION MESA TIMETABLE REF. 616 COLOR NEGRO	LARA-BELSUE-SLU	686.07	13/06/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	REPARACIÓN INYECTOR DEL CROMATOGRAFO GASES-MASAS	PERKINELMER ESPA\A S.L.	686.07	15/12/16
POLICIA LOCAL	Adquisición de Etilómetro Alcotest Factura Electrónica: VFP30240708	DRAGER-SAFETY-HISPANIA-SA	686.07	29/12/16
POLICIA LOCAL	Maq.limpieza tapiceria	DISTRIBUCION-TECNICA-DE-MAQUINA	686.07	28/12/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	CONTRATO MENOR: ADQUISICIÓN 3 PIPETEADORES ELECTRONICOS	INSTRULAB-SC	686.07	21/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE LIMPIEZA PARA EL CDM SAN GREGORIO	BLAROZAR-SL	686.05	30/09/16
DIR.SER.INFORMACIÓN ORGANIZACIÓN	Factura Electrónica. Renovación anual revista el consultor de los ayuntamientos	WOLTERS KLUWER ESPA\A S.A.	684.32	09/06/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MEDIOS DE CULTIVO LAB. MICROBIOLOGIA II	OXOID S.A.	684.13	17/03/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MEDIOS DE CULTIVO LAB. MICRO II	OXOID S.A.	684.13	05/07/16
CICLO INTEGRAL DEL AGUA	Conectores y cables de comunicaciones para autómatas de Planta Potabilizadora	IBERSYSTEM-SA	683.35	02/11/16
ALCALDÍA	Cuota inscripción Congreso Eurocities 2016	FIERA MILANO CONGRESSI .	683.2	09/11/16
OFICINA TECNICA DEL MAYOR	TALLER DE GIMNASIA DE MANTENIMIENTO ULTIMO TRIMESTRE CC.CASETAS	ESMERALDA AIJON RIBOTE	682.67	12/01/17
S. SOCIALES COMUNITARIOS	TALLER GUITARRA PICH	ASOCIACION MUSICOS DE HOY	682.5	06/04/16
S. SOCIALES COMUNITARIOS	TALLER DE GUITARRA PICH	ASOCIACION MUSICOS DE HOY	682.5	14/07/16
S. SOCIALES COMUNITARIOS	TALLER DE PERCUSION PICH	ASOCIACION MUSICOS DE HOY	682.5	14/07/16
S. SOCIALES COMUNITARIOS	TALLER PERCUSION PICH	ASOCIACION MUSICOS DE HOY	682.5	06/04/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM PALAFOX	TORNILLERA-ARAGONESA-SA	682	18/08/16
SERVICIO DE JUVENTUD	TRASLADO TORRECILLA VALMADRID SÁBADOS ASTRONÓMICOS 12 LUNAS	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	682	26/08/16
DIRECCIÓN DE ORGANIZACIÓN, EFICIENCIA Y RELACIONES CON LOS CIUDADANOS	CONSUMIBLES DE INFORMATICA	SOLITIUM S.L.	681.93	23/12/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	ARREGLO CAMINO EN BARRIO SAN GREGORIO.	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	681.85	11/01/17
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	SUMINISTRO DE TIERRAS	EXCAVACIONES-GRASA-SL	681.77	22/11/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MATERIAL FUNGIBLE LAB. F-Q III. Factura Electrónica: 195119246	AGILENT TECNOLOGIES SPAIN, S.L.	681.23	18/02/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	KLINER GLAS QUIMICA I.MEDITERRANEA	QUIMICA INDUSTRIAL MEDITERRANEA S.L.U.	680.99	22/08/16
CASA DE AMPARO	MAT. COCINA	ALDA-SL	680.99	22/11/16
SERVICIO DE IGUALDAD	2000 FOLLETOS CASA DE LA MUJER Y 100 TACOS LIBRETAS	GRAFICAS-VELA-SL	680.82	18/01/17
SERVICIO DE INSTALACIONES DEPORTIVAS	REDES PARA PORTERÍAS Y CANASTAS DE BALONCESTO PARA EL CDM GRAN VÍA	INSTAL SPORT	680.69	29/12/16
SERVICIO DE CULTURA	SERVICIO AUXILIAR MUSEO PABLO GARGALLO	SERVICIOS-SECURITAS-SA	680.44	19/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	AUTO ALSAY SL	680.33	30/01/17
SERVICIO DE JUVENTUD	SERVICIOS AMBULANCIA EN MUESTRA NOSOLOFUNKY	CRUZ-ROJA-ESPAÑOLA	680	24/06/16
SERVICIO DE IGUALDAD	PASEOS POR LA ZARAGOZA DE LAS MUJERES LOS DÍAS 24,26,31 DE MAYO Y 2 DE JUNIO	GAUDO GAUDO CONCEPCION .	680	26/07/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	MATERIALES PARA RED DE AGUA.	GIMENO-SUMINISTROS-IND-SA	679.73	01/03/16
DIR.SER.INFORMACIÓN ORGANIZACIÓN	publicación anuncio en Heraldo de Aragón	MEDIA-PLANNING-GROUP-SA	679.54	14/12/16
SERVICIO DE EDUCACIÓN	TRASLADO DE DIVERSO MATERIAL ESCUELA MUSICA LAS ARMAS Y TRASLADO DE MATERIAL POR DIA INTERNACIONAL DE LA DANZA	CARTAGOMEZ-AUXILIAR-DEL-ESPECTAC	679.29	21/06/16
SERVICIO DE IGUALDAD	ROPA HOGAR, MENAGE Y PEQUEÑO ELECTRODOMESTICO - PISOS TUTELADOS. Factura Electrónica: 0092322720	EL-CORTE-INGLES-SA	679.2	27/01/17
SERVICIO DE MODERNIZACION Y DESARROLLO ORGANIZATIVO	TONER RECICLADO MLT-D2092S	ERA-DIGITAL-INFORMATICA-Y-VIDEO S.L	679.05	05/04/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	AGREDA-AUTOMOVIL-SA	678.87	15/09/16
S. SOCIALES COMUNITARIOS	RO TELEASISTENCIA USUARIOS DEPENDENCIA NOVIEMBRE	SERV-TELEASISTENCIA-SA	678.83	17/01/17
SERVICIO DE CIUDAD INTELIGENTE	Material para  Web lab	IBIAN-TECHNOLOGIES-SL	678.83	18/08/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	NEUMATICOS-J-M-MARTINEZ-SA	678.58	17/05/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PROTECTOR PARA MARCADOR Y CAMBIO DE EMERGENCIA EN EL CDM ALMOZARA	INSTAL SPORT	678.5	25/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FONTANERÍA PARA LA BRIGADA DE MANTENIMIENTO	SALTOKI SUMINISTROS ZARAGOZA S.L.	678.45	13/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	MAINFER-SA	678.28	29/11/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM SIGLO XXI	FERRETERIA-ARIES-SA	678.23	05/04/16
CASA DE AMPARO	TRABAJOS JARDINERIA	REY-ARDID-SL	677.61	20/04/16
CASA DE AMPARO	TRABAJOS JARDINERIA	REY-ARDID-SL	677.61	25/07/16
CASA DE AMPARO	TRABAJOS JARDINERIA CASA AMPARO	REY-ARDID-SL	677.61	05/08/16
CASA DE AMPARO	TRABAJOS JARDINERIA	REY-ARDID-SL	677.61	17/05/16
CASA DE AMPARO	TRABAJOS JARDINERIA	REY-ARDID-SL	677.61	08/06/16
CASA DE AMPARO	TRABAJOS JARDINERIA	REY-ARDID-SL	677.61	20/04/16
SERVICIO DE EDUCACIÓN	REPARACION DE CORTINAS Y RIELES - ESCUELA DE MUSICA Y DANZA	UCEDA MARTINEZ ANA .	677.6	27/01/17
JUNTA MUNICIPAL MIRALBUENO	Mantenimiento zona ajardinada municipal en Camino del Pilón, 134 de Miralbueno	JARDINERIA-MURILLO-SL	677.6	25/08/16
SERVICIO DE IGUALDAD	DEBATE MESA REDONDA LAS MUJERES DE CINE	M-VICTORIA CALAVIA SOS	677.6	02/02/17
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	SUMINISTRO DE TIERRAS. OCTUBRE 2016	EXCAVACIONES-GRASA-SL	677.36	23/12/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PINTURA PARA EL CDM LA GRANJA	COOP-PINTORES-ZARAGOZA	676.81	14/11/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	HERRAMIENTA Y MATERIAL HERCO	SUMINISTROS INDUSTRIALES HERCO S.A.	676.69	17/01/17
CICLO INTEGRAL DEL AGUA	REPARACION VISIONADO CAMARAS DE ACCESO PLANTA POTABILIZADORA	CONSULTORIA-INTEGRAL-COMUN-SL	676.16	15/09/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	REPARACION COLISION EN Pº CANAL, DE FECHA 29/11/15, VEHICULO 1813-HZY. REF.AP: 2015/03221	UTE ALUMBRADO ZARAGOZA	676.04	07/04/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS ELECTRICIDAD	ENDESA-ENERGIA-XXI-SL	675.93	19/10/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	LIMPIADOR HIDROCARBUROS A&B laboratorios	LABORATORIOS DE BIOTECNOLOGIA S.A.	675.91	22/06/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	SANJUAN-COMP-DE-AUTOMOCION-SL	675.66	26/07/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	REPARACION COLISION EN TINTORETTO/PALACIO DUCAL,  DE FECHA 17/04/15, VEHICULO 4206-FLW. REF.AP: 2015/00854	UTE ALUMBRADO ZARAGOZA	675.29	29/08/16
SERVICIO DE CENTROS CÍVICOS	ACTIVIDADES CIRCENSES PARQUE PIGNATELLI	AMZ-CENTRO-DRAMATICO-DE-ARAGON	675	16/08/16
SERVICIO DE CULTURA	SERVICIO AUXILIAR CASA DE LOS MORLANES	SERVICIOS-SECURITAS-SA	674.53	19/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	AUTO-INDUSTRIAL-SL	674.5	30/12/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	MATERIAL DE LIMPIEZA ARAPRODES	ARAPRODES-SL	674.33	20/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS 2	AUTO-INDUSTRIAL-SL	674.26	27/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	PINTURA-Y-FERRETERIA-CANDELAS-SL	673.79	31/08/16
OFICINA TECNICA DEL MAYOR	TALLER DE HIGUIENE POSTURAL Y TALLER DE SEVILLANAS ULTIMO TRIMESTRE CC.FCO DE GOYA	ASOC-CULT-MUJERES-A.G.U.A.	673.75	29/12/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	AUTO ALSAY SL	673.26	18/05/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FONTANERÍA PARA EL CDM JOSÉ GARCÉS	ZARADASA, SL	673.22	17/10/16
SERVICIO DE CENTROS CÍVICOS	MATERIAL ILUMINACIÓN RED DE CENTROS CÍVICOS	MILLAN ILUMINACION Y SONIDO, S.C.	673.14	10/06/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PRODUCTOS QUÍMICOS PARA EL CDM ALBERTO MAESTRO	ADIEGO-FERBLA-UTE	673	01/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIALES PARA LA DEPURADORA DEL CDM JOSÉ GARCÉS	ADIEGO-HERMANOS-SA	672.75	25/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	AUTO-INDUSTRIAL-SL	672.71	01/03/16
ASESORÍA JURÍDICA MUNICIPAL	FORMULARIOS LEY DIGITAL PREMIUM	WOLTERS KLUWER ESPA\A S.A.	672.52	22/08/16
SERVICIO DE JUVENTUD	RUTAS A CABALLO E INICIACIÓN A LA HÍPICA POR EL PARQUE DEL AGUA	CLUB HÍPICO PARQUE DEL AGUA	672	14/09/16
SERVICIO DE RELACIONES LABORALES	CURSO HERRAMIENTAS GRAFICAS CON SOFTWARE LIBRE	FRANCISCO-JAVIER ZARAZAGA TOMAS	672	30/12/16
SERVICIO DE REDES Y SISTEMAS	Copias blanco negro y color junio 2016 Factura Electrónica: 400983607	CANON-ESPAÑA-SA	671.86	19/08/16
